Chg,VIXPrice,VIXOpen,VIXHigh,VIXLow,VIXChg,GSECPrice,GSECOpen,GSECHigh,GSECLow,GSECChg,FXPrice,FXOpen,FXHigh,FXLow,FXChg,OilPrice,OilOpen,OilHigh,OilLow,OilChg,FII_BUY,FII_SELL,DII_BUY,DII_SELL,Nifty_PE
0.0061,20.43,21.3075,21.3075,18.2525,-0.0412,5.986,5.991,5.994,5.975,0.0018,74.57,74.74,74.886,74.575,-0.0023,42.89,42.79,42.99,42.11,0,5409.49,4274.92,2893.29,3272.67,32.03
-0.0108,21.3075,21.6725,22.8775,19.5575,-0.0168,5.975,6.004,6.004,5.96,0.0017,74.743,74.903,74.921,74.715,-0.0017,42.89,42.24,42.97,41.8,0.0209,3828.93,3496.03,2766.3,3483.92,31.64
-7.00E-04,21.6725,20.5675,22.97,16.34,0.0537,5.965,5.993,5.993,5.934,0.0119,74.874,74.89,74.978,74.734,8.00E-04,42.01,42.33,42.57,41.62,-0.0054,5184.05,5137.66,3255.49,4052.57,31.09
-0.0012,20.5675,20.845,21.19,19.46,-0.0133,5.895,5.885,5.898,5.876,0.0019,74.811,74.775,74.933,74.769,3.00E-04,42.24,42.57,42.84,42.09,-0.0101,4569.17,4152.89,3693.86,4457.4,31.42
0.0046,20.845,21.36,21.9225,16.85,-0.0241,5.884,5.922,5.926,5.88,-0.0032,74.79,74.615,74.935,74.615,0.0024,42.67,41.62,42.9,41.53,0.0255,4938.95,4587.8,3560.3,4499.97,31.33
0.005,21.36,22.51,22.51,20.215,-0.0511,5.903,5.91,5.91,5.885,0.0017,74.61,74.855,74.887,74.522,-0.0035,41.61,41.98,42.94,41.48,-0.0079,6227.7,5214.04,2759.01,4174.55,31.37
0.0012,22.51,22.5775,23.015,21.4525,-0.003,5.893,5.91,5.916,5.893,0.0012,74.87,75.025,75.025,74.857,-0.0021,41.94,41.5,42.33,41.17,0.0175,4892.69,4589.81,3963.32,4468.24,31.23
0.0089,22.5775,23.15,23.31,21.755,-0.0247,5.886,5.879,5.893,5.868,0.0041,75.025,75.073,75.112,74.891,0.0017,41.22,41.97,42.22,41.06,-0.0174,6034.73,5637.41,3442.99,3881.61,30.72
6.00E-04,23.15,23.5675,23.705,22.525,-0.0177,5.862,5.834,5.887,5.808,0.0062,74.9,74.875,75.017,74.777,0.0014,41.95,42.19,42.65,41.61,-0.0057,5578.69,4941.26,3042.83,3510.83,30.68
0.0187,23.5675,23.815,23.9325,21.825,-0.0104,5.826,5.84,5.84,5.824,-0.0012,74.798,74.982,75.03,74.763,-0.0035,42.19,41.56,43.52,41.47,0.0118,5976.57,6036.75,3055.35,3481.33,30.41
-0.0164,23.815,25.185,25.185,23.555,-0.0544,5.833,5.855,5.855,5.823,-7.00E-04,75.062,75.165,75.214,74.962,-0.0016,41.7,40.78,42.08,40.14,0.0168,5426.42,4722.68,3650.09,4315.78,30.39
-0.0026,25.185,24.1925,25.69,23.2625,0.041,5.837,5.846,5.848,5.836,0,75.185,74.918,75.314,74.863,0.0036,41.01,40.39,41.24,39.58,0.0184,13299.91,5481.42,4719.84,4855.39,29.7
-0.009,24.1925,24.7275,25.3725,23.9675,-0.0216,5.837,5.833,5.845,5.814,0.0021,74.918,74.75,74.939,74.685,6.00E-04,40.27,40.34,40.55,39.66,0.0088,4283.29,5241.93,4447.93,4005.2,30.2
-0.0086,24.7275,24.1125,25.1425,22.09,0.0255,5.825,5.852,5.852,5.819,-0.0017,74.877,74.83,74.967,74.795,-0.001,39.92,41.32,41.39,38.72,-0.0327,6462.05,6254.75,5558.41,5945.65,29.46
0.0152,24.1125,23.6425,24.4975,23.6425,0.0199,5.835,5.87,5.87,5.832,-0.0026,74.948,74.87,74.949,74.676,5.00E-04,41.27,41.13,41.57,40.93,0.0056,5725.05,6077.67,4301.09,4806.71,29.59
-0.0056,23.6425,25.0175,25.215,23.545,-0.055,5.85,5.889,5.889,5.85,-0.0015,74.909,74.785,74.943,74.707,0.0015,41.04,41.65,41.93,40.85,-0.0135,5836.36,5590.41,3990.8,5008.2,29.87
-0.0019,25.0175,24.535,25.7175,23.29,0.0197,5.859,5.835,5.86,5.813,0.0072,74.8,74.76,74.902,74.665,5.00E-04,41.6,41.26,41.82,40.48,0.0075,4090.97,4544.28,3560.65,4538.53,29.18
0.0074,24.535,24.64,25.295,22.7375,-0.0043,5.817,5.815,5.825,5.8,0.0021,74.76,74.908,74.985,74.697,-7.00E-04,41.29,41.06,41.67,40.66,0.0054,5776.01,5366.13,4079.67,5082.65,29.35
-0.0027,24.64,24.885,24.935,24.0075,-0.0098,5.805,5.825,5.825,5.805,-0.0015,74.815,74.625,74.961,74.6,0.0027,41.07,41.95,42.36,40.83,-0.0198,5509.38,3768.88,3825.47,4757.38,29.2
0.0127,24.885,24.4275,25.8025,23.73,0.0187,5.814,5.841,5.841,5.814,-0.0026,74.61,74.543,74.872,74.509,9.00E-04,41.9,41.54,42.03,41.14,-0.0014,6908.58,5243.01,3694.53,4833.36,28.93
0.0111,24.4275,24.7125,24.7125,23.725,-0.0115,5.829,5.814,5.833,5.795,0.0052,74.54,74.725,74.875,74.516,-0.0028,41.96,40.65,42.4,40.64,0.0282,8209.13,5943.25,3465.53,4192.92,29.01
0.0151,24.7125,24.1575,25.12,24.1575,0.023,5.799,5.812,5.818,5.794,-0.001,74.75,74.898,75.033,74.735,-0.002,40.81,40.64,40.91,39.83,0.0054,4960.3,3250.33,3306.19,4828.18,28.86
0.0115,24.1575,25.3625,25.5025,23.77,-0.0475,5.805,5.822,5.829,5.795,-0.0014,74.897,75.2,75.255,74.897,-0.0038,40.59,40.72,40.9,40.02,-0.0039,5202.81,4505.73,4072.47,4281.89,28.55
0.001,25.3625,26.29,26.5975,25.245,-0.0353,5.813,5.828,5.828,5.808,-3.00E-04,75.18,75.115,75.295,75.107,7.00E-04,40.75,40.97,41.18,40.52,-0.0109,4489.16,5580.24,5544.6,3884.69,28.19
-0.0181,26.29,26.6375,26.6375,23.74,-0.013,5.815,5.836,5.836,5.814,-0.0017,75.125,75.325,75.38,75.05,-0.0037,41.2,40.55,41.26,40.08,0.0226,4579.58,4801.28,4198.17,5097.54,27.88
0.0032,26.6375,25.2525,27.265,25.2525,0.0548,5.825,5.822,5.847,5.796,0.0067,75.407,75.275,75.535,75.268,0.0026,40.29,39.6,40.57,39.07,0.0047,3557.86,5123.48,3536.39,4186.09,27.85
-0.0042,25.2525,24.9425,25.9075,22.805,0.0124,5.786,5.78,5.787,5.77,0.0045,75.212,75.195,75.237,75.082,2.00E-04,40.1,40.35,40.72,39.47,-0.0111,3730.71,3508.95,2803.89,4289.48,28.36
0.0101,24.9425,24.9125,25.4775,23.485,0.0012,5.76,5.775,5.775,5.747,-0.0021,75.195,75.165,75.34,75.141,5.00E-04,40.55,39.58,40.77,38.54,0.0235,2489.45,3520.45,2777.56,3208.77,28.27
-0.0087,24.9125,26.1,27.6575,24.735,-0.0455,5.772,5.764,5.794,5.764,-0.001,75.155,74.935,75.166,74.902,0.0028,39.62,40.87,40.99,39.27,-0.0313,4516.59,4303.82,2872.1,3675.49,28.26
0.0033,26.1,25.1025,26.355,25.03,0.0397,5.778,5.802,5.802,5.76,-0.0024,74.945,74.835,75.084,74.825,0.0018,40.9,40.48,41.08,40.3,0.0069,5473.24,6468.11,3721.81,4575.22,27.98
0.0147,25.1025,25.1975,25.645,24.24,-0.0038,5.792,5.836,5.846,5.792,-0.0075,74.81,74.65,74.984,74.645,0.0023,40.62,40.68,40.95,39.9,-2.00E-04,6580.15,5750.25,3512.24,4296.71,28.22
0.0053,25.1975,25.7675,26.175,24.5425,-0.0221,5.836,5.851,5.851,5.825,-0.0015,74.635,74.636,74.827,74.488,0,40.63,40.31,41.08,39.84,0.0087,4111.43,3763.08,4205.92,3942.45,28.13
0.0117,25.7675,26.5075,26.775,25.6275,-0.0279,5.845,5.853,5.873,5.845,7.00E-04,74.636,74.725,75.03,74.582,-0.0015,40.28,40.23,40.5,39.86,-0.0091,3325.35,2468.06,3094.36,3426.32,27.78
0.0124,26.5075,28.1175,28.1175,26.315,-0.0573,5.841,5.848,5.848,5.821,5.00E-04,74.75,75.465,75.534,74.637,-0.0098,40.65,39.78,40.74,39.46,0.0208,4054.33,4611.05,5134.57,4225.93,27.63
-0.001,28.1175,29.1175,29.1625,27.9375,-0.0343,5.838,5.907,5.907,5.822,-0.0085,75.49,75.525,75.625,75.47,-7.00E-04,39.82,39.84,40.58,39.05,0.014,3629.77,5326.22,3669.48,2292.35,26.97
-0.0068,29.1175,28.91,29.6325,28.405,0.0072,5.888,5.924,5.924,5.875,-0.0025,75.545,75.52,75.633,75.422,5.00E-04,39.27,39.64,40.08,38.85,-0.0108,4796.39,6796.47,5247.06,3195.75,26.32
0.0091,28.91,28.735,30.45,27.98,0.0061,5.903,5.938,5.938,5.892,-0.0017,75.51,75.62,75.67,75.456,-0.0015,39.7,37.96,39.89,37.5,0.0314,3964.64,5901.7,4337.18,3301.05,26.49
-0.0016,28.735,29.7275,30.065,28.315,-0.0334,5.913,5.917,5.921,5.883,0.0037,75.62,75.58,75.679,75.43,4.00E-04,38.49,39.09,39.35,37.79,-0.0059,4220.4,4973.58,4763.5,3459.32,26.67
-0.0158,29.7275,29.5775,31.285,29.0575,0.0051,5.891,5.936,5.936,5.891,-0.0046,75.587,75.717,75.787,75.518,-0.001,38.72,38.05,39.23,37.08,0.0187,5716.86,6767.47,7786.25,8041.84,25.59
0.0155,29.5775,29.34,30.53,27.79,0.0081,5.918,5.937,5.937,5.885,0.0025,75.665,75.473,75.769,75.473,0.0022,38.01,39.99,40.54,37.31,-0.0585,8721.09,6954.19,4527.64,6052.54,25.63
0.0065,29.34,30.46,31.1475,29.2425,-0.0368,5.903,5.915,5.915,5.88,0.0044,75.503,75.782,75.912,75.452,-0.0038,40.37,40.68,41.63,39.76,-0.0022,23234.73,23065.77,4753.26,4298.78,26.05
0.0151,30.46,29.965,30.9825,29.965,0.0165,5.877,5.862,5.886,5.835,0.0048,75.79,76.26,76.295,75.73,-0.0062,40.46,39.18,40.7,39.12,0.0179,5467.93,5043.72,4781.76,6069.45,25.66
0.0213,29.965,31.455,31.9125,29.6775,-0.0474,5.849,5.842,5.855,5.828,0.0046,76.26,76.341,76.365,76.095,-0.0018,39.75,38.85,40.49,38.4,0.0234,14764.29,13527.29,6511.56,7392.22,25.49
-0.0033,31.455,33.355,33.4225,31.2175,-0.057,5.822,5.855,5.855,5.818,-0.0022,76.4,76.255,76.4,76.048,0.0014,38.84,37.74,38.97,37.11,0.0232,4918,4551.43,3671.35,2540.08,25.11
0.0102,33.355,32.965,34.0175,29.05,0.0118,5.835,5.861,5.861,5.834,-0.0019,76.29,76.26,76.367,76.091,5.00E-04,37.96,37.93,38.75,37.21,-0.0109,4910.75,5397.37,3759.97,3591.92,24.59
-0.016,32.965,32.5775,35.3125,30.4075,0.0119,5.846,5.828,5.862,5.799,0.0093,76.25,75.857,76.313,75.772,0.0036,38.38,37.05,39.06,36.38,0.0339,4608.09,6086.61,4742.48,3580.97,24.31
0.0072,32.5775,30.8225,33.7775,29.915,0.0569,5.792,5.835,5.835,5.784,-7.00E-04,75.979,76.05,76.167,75.913,-9.00E-04,37.12,36.03,37.26,34.36,0.0237,3247.57,6207.9,3826.07,2749.69,23.69
-0.0212,30.8225,29.66,32.875,29.66,0.0392,5.796,5.784,5.801,5.772,0.0026,76.05,75.975,76.24,75.756,0.001,36.26,36.26,36.99,34.48,-0.0022,3579.73,4891.22,5251.66,3306.51,24.08
0.0069,29.66,29.4375,30.42,28.39,0.0076,5.781,5.775,5.788,5.755,0.0016,75.971,75.68,75.971,75.58,0.0045,36.34,39.09,39.09,35.41,-0.0823,3805.18,4610.32,3027.31,3901.66,23.9
-0.0119,29.4375,30.205,30.205,28.7275,-0.0254,5.772,5.779,5.779,5.768,-5.00E-04,75.634,75.511,75.676,75.398,0.0017,39.6,38.5,39.91,37.73,0.0169,4432.22,5351.48,3179.77,2679.07,24.41
0.0025,30.205,29.6475,30.34,27.24,0.0188,5.775,5.787,5.791,5.775,-0.0055,75.505,75.445,75.706,75.41,0.0014,38.94,38.22,39.1,37.07,0.0196,6502.25,6011.44,4043.52,4776.85,24.25
0.0113,29.6475,28.68,30.145,27.7975,0.0337,5.807,5.855,5.855,5.804,-0.0024,75.4,75.56,75.673,75.391,-0.0021,38.19,39.41,40.44,37.96,-0.0344,6081.97,5268.7,4212.26,5450.49,23.97
-0.0032,28.68,29.69,29.69,25.92,-0.034,5.821,5.827,5.846,5.821,0.0043,75.56,75.44,75.727,75.325,0.0013,39.55,37.33,39.68,37.05,0.0572,4585.79,4488.18,3539.03,3491.74,23.91
0.0083,29.69,30.0425,30.265,28.45,-0.0117,5.796,5.839,5.839,5.796,-0.039,75.459,75.355,75.645,75.337,0.0018,37.41,36.76,37.62,36.38,0.0032,8506.04,5601,3622.8,4470.11,23.42
0.0156,30.0425,30.115,30.4025,29.335,-0.0024,6.031,6.01,6.031,5.998,0.0055,75.325,75.05,75.553,75.008,0.003,37.29,36.86,38.18,35.88,0.013,9979.47,8128.35,4633.07,5414.86,23.5
0.0257,30.115,30.7425,30.9175,27.9025,-0.0204,5.998,6.089,6.089,5.998,-0.0073,75.1,75.545,75.62,74.973,-0.0054,36.81,35.56,37.06,35.28,0.0387,12157.07,4658.78,5065.9,4624.85,23.31
0.0095,30.7425,30.22,32.1725,28.8325,0.0173,6.042,6.055,6.055,6.021,0.0048,75.505,75.47,75.775,75.272,-0.0013,35.44,35.21,35.9,34.27,-0.0014,7015.34,5439.88,4890.67,5349.92,22.96
0.0188,30.22,30.0175,30.5675,27.41,0.0067,6.013,5.99,6.027,5.978,0.0038,75.605,75.7,75.742,75.44,-7.00E-04,35.49,33.68,35.77,32.36,0.0528,25389.42,23928.71,8144.45,7177.02,22.38
0.0317,30.0175,31.2725,31.2725,29.195,-0.0401,5.99,5.995,5.995,5.98,0.001,75.66,75.804,75.905,75.634,-0.0034,33.71,32.1,34.21,31.14,0.0274,8584.41,6230.27,5044.02,4899.19,22.17
-0.0011,31.2725,31.47,32.015,28.855,-0.0063,5.984,6.001,6.001,5.966,0.0015,75.92,75.547,75.971,75.52,0.0061,32.81,34.14,34.32,31.75,-0.0448,6191.51,6526.25,5684.69,3275.84,21.77
-0.0074,31.47,32.3775,33.21,30.9725,-0.028,5.975,5.99,5.994,5.949,0.0023,75.459,75.843,75.855,75.407,-0.0056,34.35,33.3,34.81,32.48,0.0127,11849.98,7133.85,6700.02,3858.93,21.1
0.0044,32.3775,32.985,34.36,26.335,-0.0184,5.961,5.99,5.99,5.879,-0.0121,75.95,75.655,76.023,75.625,0.0044,33.25,33.95,34,30.72,-0.0198,4404.88,5758.78,4164.03,4508.19,20.97
0.0211,32.985,35.81,35.81,32.575,-0.0789,6.034,6.07,6.07,6.029,-0.0012,75.62,75.545,75.826,75.398,9.00E-04,33.92,33.53,34.66,33.26,0.0128,6102.7,6361.43,3602.92,3201.14,21.14
0.0063,35.81,39.4525,39.4525,34.095,-0.0923,6.041,6.038,6.047,6.024,0.001,75.555,75.71,75.87,75.468,-0.0012,33.49,31.89,33.78,31.56,0.0305,4522.3,5988.82,4855.06,2481.87,21.16
-0.0343,39.4525,40.915,40.915,37.9525,-0.0357,6.035,6.067,6.067,6.026,-0.0025,75.645,75.61,75.808,75.55,-7.00E-04,32.5,32.83,33.44,31.34,0.0214,13613.73,14942.04,4362.13,2702.39,20.39
-6.00E-04,40.915,38.0175,41.245,27.935,0.0762,6.05,6.102,6.102,6.045,-0.0051,75.7,75.83,76.062,75.632,-0.0017,31.82,29.53,33.32,29.53,0.0812,4648.07,7160.89,4381.64,4534.06,20.26
-0.0257,38.0175,38.1825,38.46,34.055,-0.0043,6.081,6.123,6.123,6.031,0.0041,75.83,75.51,75.941,75.405,0.0044,29.43,27.64,29.92,27.24,0.0679,3905.69,6293.73,3501.57,2276.04,20.98
0.0203,38.1825,38.835,38.835,35.795,-0.0168,6.056,6.08,6.08,5.993,-0.0064,75.495,75.441,75.699,75.341,0.0017,27.56,25.56,27.96,25.18,0.0898,4655.18,6807.7,4146.16,3343.8,21
-0.0046,38.835,38.205,39.0475,33.44,0.0165,6.095,6.243,6.243,6.089,-0.011,75.365,75.275,75.507,75.048,0.004,25.29,25.3,26.45,24.79,-0.019,6192.1,6475.53,4847.22,4614.57,21.51
-0.0013,38.205,38.0375,38.8125,35.245,0.0044,6.163,6.207,6.207,6.144,-6.00E-04,75.062,75.945,75.967,75.049,-0.0109,25.78,24.49,26.23,24.22,0.0679,6231.71,7893.74,5326.5,5690.5,21.11
0.0057,38.0375,38.4075,38.495,36.9475,-0.0096,6.167,6.234,6.25,6.156,0.0335,75.888,75.535,75.925,75.45,0.0047,24.14,24.49,25.58,23.67,-0.0243,5383.01,4848.14,3799.19,4620.79,21.21
0.0071,38.4075,39.93,39.93,36.5475,-0.0381,5.967,6.013,6.047,5.966,-0.0101,75.535,75.588,75.645,75.262,-0.0034,24.74,23.35,24.99,23.26,0.0505,6091.97,4367.26,3416.61,4919.75,21.28
-0.0095,41.2475,43.6075,43.63,40.1975,-0.0541,6.028,6.061,6.061,6.028,-0.0074,76.105,75.805,76.108,75.63,0.0052,23.99,25.52,26.08,22.58,-0.0232,4544.82,5038.5,3811.57,3489.1,21.34
-0.0574,43.6075,43.67,43.865,38.1475,-0.0014,6.073,6.11,6.11,6.067,-0.0018,75.71,75.64,75.868,75.471,9.00E-04,24.56,21.24,25.49,21.13,0.2045,4813.92,5137.78,936.35,994.56,21.19
0.0321,43.67,33.9875,43.92,33.9875,0.2849,6.084,6.138,6.14,6.067,-0.0043,75.64,75.75,75.815,75.574,-0.0014,20.39,19.11,21.42,18.05,0.0308,5482.19,6856.17,3756.63,5418.24,21.39
0.0184,33.9875,33.8375,34.2525,32.535,0.0044,6.11,6.141,6.141,6.11,-0.0024,75.08,75.404,75.429,74.909,-0.005,18.84,15.64,19.44,15.45,0.251,8792.04,6823.24,5919.28,5340.25,22.35
0.0106,33.8375,35.355,35.355,31.4825,-0.0429,6.125,6.125,6.147,6.113,-0.002,75.455,76.07,76.109,75.455,-0.008,15.06,13.35,16.78,12.67,0.2204,5733.65,5011.57,5011.57,4225.17,21.65
0.014,35.355,38.0425,41.9125,35.0675,-0.0706,6.137,6.165,6.165,6.104,-0.0026,76.065,76.124,76.449,75.813,-0.0022,12.34,12.96,13.69,10.07,-0.0344,4877.7,4999.85,4249.74,3860.74,21
-0.0171,38.0425,39.1175,40.1675,35.2125,-0.0275,6.153,6.202,6.202,6.126,-0.0023,76.229,76.27,76.353,76.019,-5.00E-04,12.78,16.84,16.98,11.88,-0.2456,3888.01,4804.43,4502.75,3360.78,20.77
0.0138,39.1175,39.23,39.9475,34.9825,-0.0029,6.167,6.096,6.172,6.083,0.0177,76.27,75.962,76.481,75.817,0.0049,16.94,16.78,17.97,15.64,0.0267,5668.62,5875.91,3903.74,4897.72,20.48
0.0229,39.23,42.8225,42.8225,36.9975,-0.0839,6.06,6.251,6.251,6.015,-0.0263,75.895,76.465,76.465,75.824,-0.0067,16.5,14.2,18.26,13.35,0.1974,6171.82,6286.4,3828.87,3490.6,20.84
-0.0303,42.8225,45.1975,45.425,40.465,-0.0525,6.224,6.21,6.243,6.201,0.0019,76.41,76.93,77.01,76.41,-0.0073,13.78,13.12,16.18,10.26,0.3766,5441.64,6767.73,4352.95,3489.13,20.56
-5.00E-04,45.1975,43.455,45.9625,36.215,0.0401,6.212,6.237,6.237,6.183,5.00E-04,76.975,76.59,77.004,76.583,0.0052,10.01,-14,13.86,-16.74,-1.266,3997.53,6092.76,4285.48,4353.94,20.1
0.0305,43.455,42.5925,44.0375,40.295,0.0203,6.209,6.293,6.293,6.181,-0.0217,76.575,76.55,76.68,76.301,3.00E-04,-37.63,17.73,17.85,-40.32,-3.0597,5817.14,6083.03,3448.46,4237.33,20.75
0.0076,42.5925,46.095,46.095,40.305,-0.076,6.347,6.376,6.419,6.298,-0.0144,76.55,76.821,76.821,76.242,-0.0033,18.27,20,20.22,17.31,-0.0805,7494.64,8886.62,4145.97,3611.73,20.85
-0.0076,46.095,49.735,49.735,42.255,-0.0732,6.44,6.447,6.447,6.427,0.0023,76.805,76.625,76.914,76.55,0.0032,19.87,20.15,20.53,19.42,0,6779.21,9699.57,4655.41,3333.97,20.25
-0.013,49.735,51.4575,51.4575,44.6475,-0.0335,6.425,6.49,6.49,6.425,-0.0108,76.563,76.036,76.654,75.934,0.0072,19.87,20.72,20.89,19.2,-0.0119,14199.31,12840,4671.97,5769.83,20.11
0.0415,51.4575,49.745,52.4925,43.635,0.0344,6.495,6.471,6.5,6.471,8.00E-04,76.249,75.879,76.457,75.879,0.0049,22.41,24.6,24.74,22.03,-0.0154,3908.16,5151.9,2986.36,4083.25,20.27
-0.0049,49.745,52.2425,52.2425,46.9025,-0.0478,6.49,6.471,6.504,6.466,0.0076,76.3,76.1,76.555,76.016,0.0047,22.76,26.28,28.36,22.57,-0.0929,7277.03,5539.41,4135.32,4601.34,20.53
0.0876,52.2425,51.8,53.7325,46.975,0.0085,6.441,6.45,6.456,6.42,0.0042,75.945,75.625,76.41,75.625,0.004,25.09,24.3,26.45,23.74,0.0618,8916.39,6972.98,3471.38,5229.17,19.72
-0.0206,51.8,55.3025,55.3025,49.9425,-0.0633,6.414,6.358,6.42,6.356,0.0171,75.645,75.965,75.993,75.521,-0.0043,23.63,26.34,27.24,23.54,-0.0939,10341.45,9599.68,5156.45,4733.94,19.81
0.0382,55.3025,60.0525,60.59,54.9,-0.0791,6.306,6.287,6.315,6.266,0.0274,76.241,75.965,76.314,75.783,-0.0021,28.34,24.81,29.13,23.52,0.1193,7596.78,9557.75,3568.24,3341.69,18.22
-0.0438,64.4075,71.89,71.89,63.6075,-0.1041,6.138,6.21,6.21,6.079,-0.0114,75.343,75.535,75.68,75.28,-9.00E-04,20.48,20.23,21.89,20.01,0.0194,6295.4,9340.34,6955.41,3379.18,19.38
0.0022,71.89,70.385,73.365,70.28,0.0214,6.209,6.19,6.213,6.139,0.0106,75.41,75.145,75.675,75.096,-8.00E-04,20.09,20.93,20.93,19.27,-0.066,4726.47,9090.08,6314.21,2763.88,18.66
0.0389,70.385,71.5325,73.03,65.6325,-0.016,6.144,6.183,6.183,6.004,-0.013,75.472,74.625,75.533,74.365,0.0078,21.51,23.29,23.44,20.88,-0.0482,8999.97,8644.19,5594.3,3890.58,19.52
0.0251,71.5325,77.625,79.405,70.675,-0.0785,6.225,6.379,6.379,6.215,-0.0125,74.89,75.885,75.965,74.89,-0.0195,22.6,24.25,24.65,22.38,-0.0772,9423.25,9908.03,4961.44,5731.37,19.47
-0.1298,83.6075,71.985,86.635,71.985,0.1615,6.304,6.377,6.377,6.294,-0.0118,76.379,76.09,76.385,75.946,6.00E-04,24.01,23.87,25.16,23.09,0.0278,7407.77,9561.12,5860.39,4306.73,17.58
0.0583,71.985,67.1,73.3675,66.3175,0.0728,6.379,6.301,6.391,6.252,0.0192,76.335,75.37,76.335,75.37,0.0124,23.36,22.52,24.07,20.8,0.0415,5701.63,8690.92,6897.22,5814.98,17.15
-0.0242,67.1,72.1975,72.965,65.38,-0.0706,6.259,6.407,6.407,6.216,-0.0236,75.398,74.825,75.398,74.71,0.0082,22.43,24.73,27.89,19.46,-0.1106,9550.97,12896.92,8229.44,5798.2,19.72
-0.0556,72.1975,63.955,73.3425,63.095,0.1289,6.41,6.372,6.449,6.336,0.0181,74.786,74.875,75.312,74.668,0.0032,25.22,22.3,27.71,21.36,0.2381,6766.44,11389.37,8692.51,4325.08,18.63
-0.025,63.955,62.925,64.5775,61.1525,0.0164,6.296,6.271,6.343,6.232,0.0049,74.55,73.974,74.55,73.924,0.0066,20.37,26.94,27.22,20.06,-0.2442,6853.17,11938.52,11245.21,7608.77,19.27
-0.0761,62.925,58.875,63.44,57.25,0.0688,6.265,6.299,6.299,6.209,0.0092,74.062,74.073,74.315,73.858,8.00E-04,26.95,28.69,30.3,26.63,-0.061,6655.46,10700.15,7632.05,4209.93,20.41
0.0381,58.875,51.4725,59.865,51.4725,0.1438,6.208,6.239,6.252,6.123,-0.018,74.003,74.006,74.359,73.999,0.0022,28.7,33.75,33.75,28.1,-0.0955,6908.97,10718.9,8198.16,5583.62,20.93
-0.083,51.4725,41.1625,59.4825,41.1625,0.2505,6.322,6.273,6.355,6.273,0.0138,73.84,74.561,74.561,73.732,-0.0099,31.73,30.77,33.87,30.33,0.0073,8336.42,14364,13264.47,7396.57,22.66
7.00E-04,41.1625,31.555,42.3275,29.81,0.3045,6.236,6.135,6.236,6.135,0.0181,74.576,74.134,74.579,74.074,0.0121,31.5,33.07,33.63,30.02,-0.0449,9161.05,12636.34,12340.09,8421.85,21.83
-0.049,31.555,30.8,33.2375,29.65,0.0245,6.125,6.1,6.159,6.1,0.0097,73.682,73.792,74.015,73.532,-0.0063,32.98,34.62,36.35,32.56,-0.0402,9721.28,13236.66,7345.59,4510.13,23.8
-0.0248,30.8,25.6425,34.355,21.425,0.2011,6.066,6.094,6.094,5.995,-0.0192,74.195,73.975,74.254,73.85,0.0026,31.13,32.87,34.88,27.34,-0.2459,6076.45,12672.01,9971.24,4996.44,23.79
0.0016,25.6425,23.2475,27.55,23.2475,0.103,6.185,6.183,6.189,6.148,-0.0087,74.004,73.873,74.073,73.529,0.0068,41.28,46.09,46.38,41.05,-0.1007,6745.54,10340.38,6861.39,4317.61,25.01
-0.0046,23.2475,24.225,24.225,22.125,-0.0404,6.239,6.239,6.263,6.227,0.0021,73.507,73.517,73.564,73.044,-4.00E-04,45.9,47.13,47.57,45.65,-0.0188,5980.14,8456.89,5056.28,2545.39,25.65
0.0153,24.225,24.5425,26.2875,22.425,-0.0129,6.226,6.267,6.294,6.214,-0.0183,73.54,73.06,73.64,72.91,0.0067,46.78,46.94,48.41,46.65,-0.0085,8228.73,9107.11,5859.55,5095.42,25.61
-0.0062,24.5425,25.2025,26.49,21.5425,-0.0262,6.342,6.369,6.38,6.342,-6.00E-04,73.05,72.48,73.397,72.44,0.0023,47.18,47.72,48.66,46.47,0.0092,5679.09,8094.89,6177.35,3042.11,25.73
-0.0371,25.2025,23.235,26.3425,19.92,0.0847,6.346,6.343,6.362,6.334,-0.0039,72.882,72.52,72.954,72.028,0.0047,46.75,43.7,47.56,43.32,0.0445,6376.11,7730.83,5097.47,3958.73,25.34
-0.0039,23.235,17.765,23.6975,17.4825,0.3079,6.371,6.356,6.404,6.356,-0.0011,72.539,71.755,72.574,71.755,0.0123,44.76,46.49,47.03,43.85,-0.0495,14161.82,15590.56,11757.09,4135.93,25.49
-0.0101,17.765,18.26,19.155,16.8275,-0.0271,6.378,6.331,6.389,6.33,0.005,71.655,71.645,71.704,71.545,0.001,47.09,48.63,48.78,45.88,-0.0337,5548.34,8675.7,6695.91,3198.41,26.48
-0.0027,18.26,16.8975,18.865,16.5025,0.0806,6.346,6.339,6.348,6.326,-0.0033,71.58,71.833,71.873,71.532,-0.0033,48.73,50.08,50.44,48.3,-0.0234,5821.6,9158.2,6635.51,3849.84,26.58
-0.0208,16.8975,16.9975,17.3175,15.62,-0.0059,6.367,6.372,6.388,6.35,0,71.82,71.87,71.92,71.611,-0.0016,49.9,51.37,52.02,49.69,-0.0297,5356.93,7672,4386.78,2821.5,26.85
-0.0037,16.9975,13.7,17.375,12.295,0.2407,6.367,6.384,6.387,6.339,-0.0086,71.935,71.915,72.015,71.775,8.00E-04,51.43,52.6,52.64,50.45,-0.0365,5969.32,7130.22,4171.7,3655.49,26.92
